Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement_High,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_High,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Motivation_Level_High,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_No,Internet_Access_Yes,Family_Income_High,Family_Income_Low,Family_Income_Medium,Teacher_Quality_High,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Private,School_Type_Public,Peer_Influence_Negative,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_No,Learning_Disabilities_Yes,Parental_Education_Level_College,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Female,Gender_Male
-1.427398238693749,72.0,8.0,84.0,1.0,5.0,63.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0
0.1797432340252074,65.0,6.0,98.0,1.0,4.0,64.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
0.7154570582648595,68.0,7.0,56.0,3.0,1.0,67.0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
0.0011719592786566774,80.0,6.0,52.0,1.0,2.0,65.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
-0.17739931546789403,63.0,7.0,94.0,1.0,3.0,64.0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
0.0011719592786566774,94.0,7.0,82.0,3.0,2.0,70.0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1
-1.6059695134402996,98.0,9.0,82.0,1.0,3.0,68.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1
-0.7131131397075462,70.0,8.0,98.0,2.0,3.0,65.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
-0.5345418649609954,78.0,6.0,75.0,1.0,3.0,68.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
1.072599607757961,61.0,6.0,75.0,2.0,3.0,64.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0
0.3583145087717581,86.0,7.0,72.0,3.0,2.0,68.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
-1.9631120629334011,77.0,5.0,57.0,2.0,3.0,63.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
0.3583145087717581,71.0,7.0,65.0,1.0,4.0,64.0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
-0.3559705902144447,68.0,7.0,72.0,0.0,3.0,64.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
0.0011719592786566774,80.0,8.0,63.0,2.0,4.0,67.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
0.7154570582648595,77.0,8.0,96.0,0.0,3.0,67.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
0.0011719592786566774,67.0,7.0,51.0,2.0,4.0,67.0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0
1.072599607757961,88.0,5.0,75.0,1.0,4.0,72.0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1
0.0011719592786566774,83.0,5.0,75.0,1.0,3.0,65.0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
-0.3559705902144447,94.0,6.0,87.0,1.0,4.0,71.0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
0.0011719592786566774,65.0,8.0,82.0,2.0,1.0,66.0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
1.072599607757961,91.0,8.0,71.0,0.0,3.0,68.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
-0.5345418649609954,87.0,7.0,96.0,1.0,5.0,70.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
-0.17739931546789403,65.0,7.0,66.0,0.0,3.0,62.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
-1.2488269639471983,80.0,9.0,88.0,1.0,4.0,68.0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
-1.2488269639471983,78.0,7.0,96.0,2.0,3.0,67.0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0.8940283330114103,98.0,8.0,75.0,0.0,3.0,71.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1
0.0011719592786566774,66.0,8.0,97.0,0.0,2.0,67.0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
0.0011719592786566774,86.0,7.0,75.0,1.0,3.0,69.0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
1.072599607757961,75.0,4.0,81.0,3.0,2.0,70.0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1
0.3583145087717581,98.0,5.0,69.0,1.0,4.0,69.0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
-0.7131131397075462,73.0,7.0,95.0,1.0,4.0,65.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
0.3583145087717581,98.0,7.0,52.0,3.0,3.0,70.0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
1.6083134319976131,96.0,7.0,72.0,1.0,3.0,71.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
0.0011719592786566774,71.0,7.0,88.0,1.0,4.0,65.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0
1.6083134319976131,92.0,4.0,91.0,1.0,1.0,72.0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
-2.3202546124265027,100.0,8.0,60.0,0.0,4.0,69.0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0.8940283330114103,80.0,7.0,52.0,1.0,3.0,67.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
0.1797432340252074,77.0,7.0,90.0,4.0,3.0,68.0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1
-0.3559705902144447,81.0,8.0,71.0,0.0,3.0,65.0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
0.1797432340252074,72.0,5.0,75.0,1.0,5.0,64.0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1
-2.141683337679952,61.0,7.0,54.0,1.0,3.0,60.0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
-0.17739931546789403,69.0,7.0,82.0,1.0,3.0,65.0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
0.3583145087717581,71.0,6.0,79.0,1.0,3.0,66.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
1.6083134319976131,78.0,7.0,93.0,5.0,3.0,74.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
-0.5345418649609954,67.0,5.0,52.0,2.0,3.0,62.0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
-0.8916844144540969,95.0,7.0,93.0,2.0,4.0,67.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
-0.5345418649609954,80.0,7.0,94.0,0.0,3.0,69.0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1
0.8940283330114103,63.0,7.0,72.0,3.0,4.0,67.0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1
0.3583145087717581,80.0,7.0,75.0,2.0,0.0,64.0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
-0.5345418649609954,80.0,7.0,97.0,3.0,3.0,67.0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
0.5368857835183088,98.0,7.0,54.0,0.0,3.0,68.0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0
0.1797432340252074,60.0,7.0,80.0,1.0,4.0,64.0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1
1.072599607757961,70.0,8.0,75.0,1.0,4.0,63.0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
-0.7131131397075462,97.0,6.0,92.0,0.0,4.0,71.0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1
-0.3559705902144447,97.0,4.0,75.0,0.0,3.0,69.0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
-0.3559705902144447,89.0,4.0,73.0,3.0,2.0,100.0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
-1.6059695134402996,80.0,6.0,94.0,3.0,3.0,68.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0.3583145087717581,64.0,7.0,98.0,1.0,3.0,62.0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1
0.3583145087717581,81.0,7.0,77.0,2.0,3.0,68.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
0.0011719592786566774,69.0,6.0,73.0,2.0,3.0,66.0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1
-0.17739931546789403,67.0,5.0,92.0,0.0,3.0,64.0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
-1.427398238693749,92.0,4.0,92.0,1.0,3.0,67.0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
0.0011719592786566774,65.0,8.0,66.0,1.0,4.0,65.0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0
-0.3559705902144447,79.0,7.0,79.0,0.0,3.0,65.0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
-0.8916844144540969,80.0,6.0,58.0,0.0,3.0,69.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
-0.17739931546789403,67.0,5.0,82.0,1.0,3.0,63.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
0.3583145087717581,99.0,6.0,92.0,3.0,4.0,72.0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1
1.9654559814907144,100.0,7.0,59.0,2.0,5.0,76.0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
0.1797432340252074,82.0,7.0,66.0,3.0,3.0,69.0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0
0.3583145087717581,67.0,7.0,72.0,3.0,3.0,67.0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0
0.0011719592786566774,73.0,9.0,92.0,2.0,3.0,69.0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
-2.141683337679952,77.0,6.0,87.0,0.0,2.0,63.0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
0.0011719592786566774,72.0,7.0,66.0,3.0,3.0,67.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1
0.0011719592786566774,71.0,7.0,62.0,2.0,5.0,66.0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
2.5011698057303664,99.0,7.0,85.0,2.0,2.0,79.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0
-0.17739931546789403,66.0,7.0,74.0,1.0,3.0,64.0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0
0.3583145087717581,89.0,6.0,80.0,1.0,3.0,73.0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0.0011719592786566774,60.0,7.0,82.0,2.0,4.0,63.0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1
-1.2488269639471983,84.0,7.0,75.0,1.0,2.0,67.0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
1.2511708825045116,97.0,8.0,81.0,0.0,5.0,67.0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0.0011719592786566774,72.0,8.0,94.0,2.0,4.0,70.0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0
0.8940283330114103,67.0,9.0,93.0,2.0,3.0,68.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0
-0.8916844144540969,86.0,7.0,57.0,1.0,3.0,65.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1
1.4297421572510622,89.0,7.0,79.0,0.0,1.0,71.0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
-1.427398238693749,88.0,6.0,75.0,2.0,2.0,64.0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1
0.7154570582648595,73.0,8.0,64.0,4.0,3.0,68.0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1
2.3225985309838157,80.0,7.0,75.0,1.0,4.0,69.0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
-1.0702556892006476,98.0,7.0,76.0,0.0,4.0,69.0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0
-0.5345418649609954,97.0,8.0,89.0,1.0,4.0,69.0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
0.1797432340252074,78.0,10.0,55.0,1.0,2.0,67.0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1
